gene_id	N45G1	N45G2	N45G3	N45G4	N45G5	S45G1	S45G2	S45G3	S45G4	S45G5
UdeG00000014085	164	120	185	50	53	30	14	59	57	57
UdeG00000014086	1564	1359	2697	3299	2191	1279	1250	1473	1160	920
UdeG00000014088	2286	1906	3852	4801	3324	2395	2723	2863	2442	1464
UdeG00000014089	72	64	26	65	33	18	40	28	58	38
UdeG00000014090	31	43	49	51	57	14	14	70	28	17
UdeG00000014091	13	3	25	11	11	8	5	14	14	2
UdeG00000014092	33	56	81	56	65	25	18	33	20	19
UdeG00000014093	0	29	0	0	10	68	72	24	72	44
UdeG00000014094	0	0	0	0	0	0	0	0	0	0
UdeG00000014095	0	0	0	0	0	0	0	0	0	0
UdeG00000014096	86	192	110	26	12	6	122	22	0	0
UdeG00000014097	4	39	45	8	0	0	25	9	0	14
UdeG00000014098	131	416	196	29	65	38	174	214	134	131
UdeG00000014099	3	4	11	4	3	3	2	8	9	4
UdeG00000014101	12	12	4	16	32	6	4	7	6	7
UdeG00000014102	1341	2394	1960	1377	1527	838	3022	1118	1460	1113
UdeG00000014103	617	1228	1167	218	323	203	338	382	468	246
UdeG00000014105	0	0	2	1	0	0	0	0	0	0
UdeG00000014106	84	367	383	26	14	15	50	49	12	20
UdeG00000014107	0	0	0	3	16	8	36	26	35	14
UdeG00000014108	36	80	74	0	14	0	10	16	7	9
UdeG00000014109	2	35	0	12	4	4	42	16	0	0
UdeG00000014110	92	186	181	0	7	13	66	265	73	180
UdeG00000014112	4	45	7	0	17	0	0	0	0	5
UdeG00000014113	568	671	873	313	323	118	443	577	480	565
UdeG00000014114	1252	2364	2231	784	567	285	912	932	781	708
UdeG00000014115	316	302	387	204	428	153	750	309	336	197
UdeG00000014117	1924	1918	2463	2660	2624	2125	2203	2320	2436	1700
UdeG00000014118	32	3	8	26	59	13	15	8	0	5
UdeG00000014119	255	12	119	13	51	8	13	0	7	0
UdeG00000014120	0	0	0	0	0	0	0	0	0	0
UdeG00000014121	0	0	0	0	0	0	0	0	0	0
UdeG00000014122	663	730	1131	750	912	480	439	928	533	347
UdeG00000014123	701	644	1033	1527	2067	620	886	660	508	471
UdeG00000014124	7	86	43	28	17	24	14	15	29	3
UdeG00000014125	53	24	36	18	0	24	0	25	0	4
UdeG00000014126	0	15	0	0	7	0	15	8	14	0
UdeG00000014127	0	0	35	0	0	19	0	0	0	4
UdeG00000014128	136	635	392	65	117	105	316	353	118	272
UdeG00000014129	206	61	394	0	15	0	91	155	0	91
UdeG00000014130	49	191	96	24	65	35	211	295	110	158
UdeG00000014131	43	43	55	120	36	66	0	0	195	8
UdeG00000014132	0	0	0	0	0	0	0	0	0	0
UdeG00000014133	163	325	239	56	91	0	182	159	0	142
UdeG00000014134	380	391	516	109	81	396	118	62	0	116
UdeG00000014135	124	432	343	165	183	0	4	0	0	21
UdeG00000014136	303	557	388	192	113	32	241	169	134	95
UdeG00000014137	26	67	34	4	7	1	16	20	2	13
UdeG00000014138	1050	1475	1014	1446	1283	1286	1234	908	1340	1332
UdeG00000014139	0	15	22	0	24	21	21	86	35	18
UdeG00000014141	94	56	160	140	223	151	153	218	110	158
UdeG00000014142	202	178	459	534	868	421	342	491	381	294
UdeG00000014143	70	119	53	17	67	36	117	114	123	229
UdeG00000014144	29	66	33	31	89	28	36	20	11	97
UdeG00000014145	624	2450	615	444	649	674	1587	1717	1185	1190
UdeG00000014146	0	0	0	0	0	0	0	0	0	0
UdeG00000014147	365	334	927	272	482	164	182	234	148	153
UdeG00000014148	3782	4455	5435	6764	7758	4613	6423	8269	4710	5536
UdeG00000014149	2973	3494	3604	2021	3660	1451	4407	2823	2770	3511
UdeG00000014150	503	859	1259	387	1112	232	252	677	194	1006
UdeG00000014152	76	492	178	353	716	348	526	1035	274	105
UdeG00000014154	283	436	21	234	181	22	66	78	41	8
UdeG00000014155	712	889	174	303	446	182	349	563	163	150
UdeG00000014156	175	39	220	92	385	127	128	244	115	21
UdeG00000014157	72	16	32	48	57	46	18	88	78	51
UdeG00000014158	18	0	0	0	8	0	0	0	0	0
UdeG00000014159	491	478	747	564	951	477	580	644	743	250
UdeG00000014160	700	1242	813	674	1081	306	498	196	291	495
UdeG00000014162	137	156	111	143	163	614	350	383	408	176
UdeG00000014164	119	173	144	106	189	152	360	172	170	195
UdeG00000014165	6	15	4	25	4	0	0	0	0	0
UdeG00000014166	0	0	0	0	51	0	0	0	0	0
UdeG00000014167	16	20	40	62	425	80	77	90	43	88
UdeG00000014168	0	0	0	2	0	0	0	0	0	0
UdeG00000014169	0	0	0	0	0	0	0	0	0	0
UdeG00000014170	0	0	0	4	0	0	9	0	0	0
UdeG00000014171	0	8	6	3	0	3	8	0	4	9
UdeG00000014172	198	36	287	216	346	82	141	92	93	121
UdeG00000014173	222	96	93	321	598	177	166	205	100	80
UdeG00000014174	1047	1633	1650	1635	1650	1327	1978	1940	1737	1298
UdeG00000014175	0	0	0	0	0	0	0	0	0	0
UdeG00000014177	0	0	0	0	0	0	0	0	0	0
UdeG00000014178	0	0	0	9	0	0	0	0	0	0
UdeG00000014180	1653	1176	2927	1578	1110	917	1338	2020	800	401
UdeG00000014181	38	31	108	115	179	49	170	83	69	79
UdeG00000014182	65	50	53	0	0	83	0	66	19	28
UdeG00000014183	0	0	0	0	0	0	0	0	0	0
UdeG00000014185	3692	4034	5125	4854	4925	3090	3993	4957	3288	3640
UdeG00000014186	0	0	0	1	0	0	2	2	1	0
UdeG00000014187	228	88	326	342	301	37	51	17	25	30
UdeG00000014188	311	956	483	433	758	376	256	675	541	1055
UdeG00000014189	1100	1898	2349	1637	2327	2179	2259	1348	2450	1836
UdeG00000014190	152	335	332	193	381	172	287	151	256	271
UdeG00000014191	669	606	980	1434	922	646	384	363	337	397
UdeG00000014192	2794	3518	4053	3327	2369	2701	4004	3555	3265	3296
UdeG00000014193	427	537	785	903	826	552	779	873	778	507
UdeG00000014194	2656	1785	3603	3372	4575	2595	4037	2833	3054	2329
UdeG00000014195	1302	1056	2661	1527	2250	1259	1714	1765	1237	943
UdeG00000014196	7	7	8	6	2	0	0	0	0	2
UdeG00000014197	32	56	54	31	12	27	30	16	18	17
UdeG00000014198	1668	1554	3318	1846	2684	1240	1924	1981	1391	1133
UdeG00000014199	335	461	456	617	584	526	504	674	455	209
UdeG00000014200	1	0	0	0	0	0	0	0	0	0
UdeG00000014201	3940	3695	3663	2447	3879	3363	4219	5613	3367	1860
UdeG00000014202	418	213	721	390	906	331	479	626	461	378
UdeG00000014203	1059	1055	1331	1555	1410	1185	1114	1328	1301	1060
UdeG00000014204	5	0	3	0	3	0	0	0	0	0
UdeG00000014205	0	0	0	3	2	0	0	0	0	0
UdeG00000014206	106	0	0	3	0	21	9	14	18	0
UdeG00000014207	0	0	0	0	0	0	0	0	0	0
UdeG00000014208	17	0	15	3	0	0	0	42	11	0
UdeG00000014209	0	0	0	0	0	0	0	0	0	0
UdeG00000014210	301	199	208	311	657	299	514	269	290	301
UdeG00000014211	0	0	0	0	0	0	0	0	0	0
UdeG00000014212	0	0	0	0	0	1	1	1	0	0
UdeG00000014213	87	14	16	45	52	33	106	54	55	69
UdeG00000014214	12	0	0	4	13	0	3	0	0	2
UdeG00000014216	1016	831	1296	979	1119	1227	1104	1123	1228	723
UdeG00000014217	1140	528	1354	1935	2129	1299	1902	1275	1497	797
UdeG00000014218	1077	1083	1822	1692	2038	721	1670	1561	1407	1360
UdeG00000014219	37	29	25	28	30	34	31	39	12	38
UdeG00000014220	572	185	464	515	657	212	447	186	262	206
UdeG00000014221	224	319	452	388	380	409	480	502	326	293
UdeG00000014222	0	0	0	0	0	7	0	2	0	11
UdeG00000014223	146	196	185	247	236	341	269	279	177	169
UdeG00000014224	0	0	0	0	0	0	0	0	0	0
UdeG00000014225	237	411	348	466	527	677	577	554	417	345
UdeG00000014226	0	0	0	0	0	0	0	0	0	0
UdeG00000014227	5479	6710	9307	6886	7551	4873	9643	8298	7055	6548
UdeG00000014228	336	418	558	478	659	359	413	495	533	388
UdeG00000014229	441	892	641	381	357	472	729	506	795	761
UdeG00000014230	204	178	251	124	178	212	559	298	378	417
UdeG00000014231	666	859	1261	875	1233	558	768	875	786	941
UdeG00000014232	107	115	196	166	278	99	118	170	85	94
UdeG00000014233	927	1143	1038	1267	1151	822	1049	1119	673	808
UdeG00000014234	2292	3058	3609	5884	3466	3314	3049	3618	2568	3500
UdeG00000014235	123	84	178	59	68	131	127	126	85	95
UdeG00000014236	867	579	911	679	420	791	422	364	294	477
UdeG00000014237	119	39	103	78	170	101	31	56	53	43
UdeG00000014238	1081	689	1433	1623	1949	925	1191	1509	792	998
UdeG00000014239	1011	892	946	1072	965	719	1019	1072	823	913
UdeG00000014240	79	84	82	78	150	51	105	111	88	175
UdeG00000014241	667	1724	1091	896	972	472	788	921	588	628
UdeG00000014242	658	839	762	916	783	660	986	1236	785	823
UdeG00000014243	499	547	734	608	895	525	578	415	505	310
UdeG00000014244	0	0	8	16	0	10	0	2	0	0
UdeG00000014245	6590	4848	5892	7510	8231	4656	4830	5324	4584	3569
UdeG00000014247	149	146	117	123	363	194	147	236	112	94
UdeG00000014248	60	9	106	67	0	136	211	205	117	161
UdeG00000014249	172	92	149	226	559	285	456	391	207	347
UdeG00000014251	17	32	35	4	6	7	15	12	11	14
UdeG00000014252	322	463	393	370	991	495	699	1098	281	688
UdeG00000014253	6011	7011	8447	8965	9726	6814	9047	7184	7213	4742
UdeG00000014254	0	0	0	0	0	0	0	0	0	0
UdeG00000014255	0	0	0	4	0	4	0	12	9	0
UdeG00000014256	173	101	172	408	225	66	134	87	117	145
UdeG00000014257	949	1047	1398	965	1356	1169	1492	1665	1149	930
UdeG00000014258	111	72	108	163	267	75	35	110	51	88
UdeG00000014259	4088	4599	7043	4866	6034	4343	4266	5457	4549	3954
UdeG00000014260	1136	1240	1655	1986	1760	1475	1694	1851	1324	1029
UdeG00000014261	6349	7192	8756	9784	8104	8518	10336	8672	7062	7217
UdeG00000014262	34	0	52	61	169	31	62	107	32	36
UdeG00000014263	1703	1770	2486	2379	2373	1564	2552	2532	1927	2153
UdeG00000014264	330	122	272	242	848	228	273	320	306	135
UdeG00000014265	142	42	90	171	389	66	73	71	51	27
UdeG00000014266	68	0	104	47	35	50	27	16	33	17
UdeG00000014267	1960	301	1657	1802	1673	630	474	618	338	215
UdeG00000014268	21	0	0	5	13	16	0	0	0	6
UdeG00000014269	0	0	0	0	0	0	0	0	0	0
UdeG00000014270	0	0	0	0	0	0	0	0	0	0
UdeG00000014271	13	0	5	8	6	11	13	11	10	2
UdeG00000014272	202	168	213	262	198	167	176	173	282	187
UdeG00000014273	470	487	576	481	651	458	474	363	340	307
UdeG00000014274	285	302	389	198	459	128	240	322	152	162
UdeG00000014275	48	0	53	19	94	28	26	55	46	9
UdeG00000014276	199	177	174	241	570	264	150	299	99	107
UdeG00000014277	8680	11510	15474	11055	14900	12177	11882	13728	9715	9914
UdeG00000014278	3	0	0	0	2	0	0	9	6	32
UdeG00000014279	2107	3632	3215	2442	2972	2205	3299	2974	2537	2619
UdeG00000014280	208	195	304	235	332	152	596	484	199	349
UdeG00000014282	8	0	15	19	30	18	19	33	32	29
UdeG00000014283	28	15	105	44	50	0	51	13	5	17
UdeG00000014284	29	14	43	43	27	5	3	4	4	12
UdeG00000014285	65	48	210	49	44	8	2	8	8	57
UdeG00000014286	377	449	481	882	606	484	550	663	363	453
UdeG00000014287	19	10	72	39	222	63	38	25	26	4
UdeG00000014288	203	232	274	435	487	586	679	537	390	410
UdeG00000014289	2617	3281	4127	4357	3909	3812	6803	4272	3523	4045
UdeG00000014290	712	972	1069	1283	1116	876	1365	1247	1342	1238
UdeG00000014291	853	669	736	831	1038	668	957	818	674	714
UdeG00000014292	1931	2558	3232	2726	3579	1929	2493	3182	2104	1732
UdeG00000014293	0	29	3	30	21	81	46	64	45	60
UdeG00000014294	0	0	0	0	0	0	0	0	0	0
UdeG00000014295	0	0	0	0	0	0	0	0	0	0
UdeG00000014296	66	33	44	142	78	180	248	88	105	118
UdeG00000014297	726	546	1006	634	1344	505	760	914	444	848
UdeG00000014300	430	522	616	723	713	719	712	817	578	659
UdeG00000014301	0	0	0	7	0	0	0	0	1	4
UdeG00000014302	0	0	0	0	0	0	0	0	0	0
UdeG00000014303	0	0	0	0	0	0	0	0	9	0
UdeG00000014304	2128	1478	1397	1162	1000	1441	596	1961	1035	1219
UdeG00000014305	8440	4143	5123	3766	3913	6518	2571	6580	3974	3535
UdeG00000014306	4335	3550	5549	9731	6414	3796	5037	4357	5037	3492
UdeG00000014307	1650	2116	2845	3737	3918	1877	2283	3161	1698	2099
UdeG00000014308	0	0	0	4	0	0	0	0	0	0
UdeG00000014309	99	241	225	189	312	144	282	219	351	181
UdeG00000014310	130	219	430	436	304	281	308	244	322	325
UdeG00000014311	2626	2755	4265	4397	3076	2989	4749	3246	2978	3143
UdeG00000014312	0	0	0	0	6	0	0	13	5	2
UdeG00000014313	112	62	73	87	113	104	59	88	95	74
UdeG00000014314	93	20	44	117	125	57	72	117	32	37
UdeG00000014315	30	16	28	78	99	33	16	15	21	55
UdeG00000014316	0	14	12	2	18	1	1	4	1	0
UdeG00000014317	445	497	750	733	1167	585	407	518	388	272
UdeG00000014318	71	142	144	78	111	130	92	225	79	58
UdeG00000014320	5629	6319	10469	8233	7089	5229	7769	7170	5443	5779
UdeG00000014321	0	0	0	0	0	6	7	0	0	0
UdeG00000014322	1011	1110	1727	1187	1641	786	925	1206	931	564
UdeG00000014323	1057	545	761	783	732	1259	764	1270	691	768
UdeG00000014324	255	98	426	324	699	203	262	136	147	127
UdeG00000014325	12	0	58	24	35	0	8	0	0	0
UdeG00000014326	2823	3841	3356	3489	3727	2738	2815	4811	3888	2453
UdeG00000014327	0	0	0	0	0	5	0	7	0	0
UdeG00000014328	943	836	1557	1129	1267	940	1263	1740	1044	975
UdeG00000014329	1201	1325	1816	1608	2664	2100	1950	2334	1218	1265
UdeG00000014330	295	306	539	369	365	432	472	563	410	439
UdeG00000014331	803	1002	1207	907	1144	836	1555	1395	1015	697
UdeG00000014333	232	220	354	410	538	492	580	639	348	474
UdeG00000014334	11	10	37	18	36	22	27	46	21	32
UdeG00000014335	0	0	0	1	0	0	0	0	0	0
UdeG00000014337	142	211	340	546	512	143	221	244	203	172
UdeG00000014338	46	12	18	12	29	0	20	30	14	15
UdeG00000014339	0	0	0	1	0	0	0	0	0	0
UdeG00000014340	531	419	720	393	620	311	584	376	482	332
UdeG00000014341	0	0	22	0	11	0	7	0	7	0
UdeG00000014342	0	0	8	3	7	0	16	0	16	0
UdeG00000014344	95	136	151	156	196	44	120	75	87	80
UdeG00000014345	37	63	120	29	53	41	57	10	32	54
UdeG00000014346	1633	2222	1990	2025	1729	2205	1783	2098	1802	2647
UdeG00000014348	262	206	187	315	505	242	233	255	133	165
UdeG00000014350	0	0	22	14	18	15	0	13	0	0
UdeG00000014351	1057	1132	1794	1651	1469	1493	1575	1279	1230	856
UdeG00000014352	505	540	435	485	834	339	583	502	391	369
UdeG00000014353	378	255	452	750	723	513	943	720	459	436
UdeG00000014354	88	50	112	146	152	97	309	181	136	130
UdeG00000014355	5	0	10	11	6	0	0	0	0	0
UdeG00000014356	100	78	82	87	110	92	198	142	93	90
UdeG00000014357	31	43	43	48	52	35	45	82	42	31
UdeG00000014358	139	72	66	103	187	34	73	120	72	62
UdeG00000014359	91	40	82	65	201	66	71	111	71	75
UdeG00000014360	446	301	592	620	855	223	545	456	434	471
UdeG00000014361	208	176	377	711	415	431	807	533	618	845
UdeG00000014362	1961	920	1749	1637	2752	1559	1892	2062	1366	1308
UdeG00000014363	982	731	1803	1532	1630	1753	2122	2160	1477	1672
UdeG00000014365	3044	3438	4908	4043	5001	3611	3574	4533	3070	2497
UdeG00000014366	403	534	773	330	1221	486	473	381	204	366
UdeG00000014367	129	110	14	0	71	28	53	21	0	16
UdeG00000014369	6336	6044	6424	8285	8560	1297	4801	4300	1739	2251
UdeG00000014370	2444	3548	3375	1901	5160	3458	5609	5227	3524	2667
UdeG00000014371	781	1129	905	821	1484	890	1592	1018	1031	1777
UdeG00000014372	1110	959	1504	1404	1233	974	1226	1313	870	1069
UdeG00000014374	1320	1306	1911	2073	2208	1425	1449	1376	1092	983
UdeG00000014375	0	0	0	0	0	0	0	0	0	3
UdeG00000014376	31	81	46	89	56	31	30	44	28	20
UdeG00000014378	0	0	0	0	0	0	0	0	0	2
UdeG00000014379	30	79	42	86	51	31	29	43	28	19
UdeG00000014380	0	0	0	0	0	0	0	0	0	2
UdeG00000014381	265	453	353	546	299	86	106	166	108	63
UdeG00000014382	410	112	266	334	775	344	481	639	332	506
UdeG00000014383	116	181	180	164	43	9	16	13	6	5
UdeG00000014384	76	148	116	118	12	3	1	1	0	0
UdeG00000014385	1	0	0	1	0	0	0	0	0	0
UdeG00000014386	0	1	0	1	0	0	0	0	0	0
UdeG00000014387	181	106	98	202	303	64	63	128	38	81
UdeG00000014388	12	0	21	56	88	22	35	0	14	21
UdeG00000014389	0	0	1	2	0	1	0	0	0	0
UdeG00000014391	335	451	517	336	668	356	612	455	339	336
UdeG00000014392	0	0	0	0	0	0	0	0	0	0
UdeG00000014393	1905	3148	2174	3400	3712	1539	1416	3530	1250	1682
UdeG00000014394	0	0	1	2	0	7	1	0	1	0
UdeG00000014395	8	1	0	5	0	1	5	1	5	7
UdeG00000014396	0	0	0	0	0	0	0	0	0	0
UdeG00000014397	117	255	585	319	312	466	210	122	283	323
UdeG00000014398	5472	4467	10064	6623	10510	7959	4643	2235	3226	4279
UdeG00000014399	85	69	114	108	200	59	138	196	106	84
UdeG00000014400	650	688	1116	1031	1045	715	1198	1215	704	738
UdeG00000014401	46	10	6	65	33	45	9	20	15	10
UdeG00000014402	279	356	311	443	392	205	382	316	237	325
UdeG00000014403	8563	9525	13038	10296	11394	15217	17025	16667	15673	10395
UdeG00000014404	125	127	159	217	209	222	225	357	152	167
UdeG00000014405	9334	9091	14134	10593	12881	7785	8393	11529	6750	4789
UdeG00000014408	530	309	625	573	1141	295	512	511	260	236
UdeG00000014409	1476	1278	1913	2073	2463	1055	1827	1764	1367	1378
UdeG00000014410	4354	8684	7600	4299	5222	5654	5869	6921	5575	7545
UdeG00000014411	538	1320	1128	234	776	671	1329	2217	793	750
UdeG00000014412	1045	2523	2307	901	1439	1258	1364	1518	1189	1639
UdeG00000014413	26	0	0	16	39	18	7	0	0	0
UdeG00000014415	0	3	0	0	0	0	11	0	0	0
UdeG00000014416	10	5	6	11	164	197	83	9	28	33
UdeG00000014417	6	0	0	21	8	94	28	0	6	0
UdeG00000014418	0	0	0	0	0	0	0	1	0	0
UdeG00000014419	295	682	275	42	206	274	252	285	95	206
UdeG00000014420	0	0	0	0	0	0	0	0	0	0
UdeG00000014421	184	155	121	54	115	78	89	170	27	60
UdeG00000014423	0	0	0	0	0	0	0	0	0	0
UdeG00000014424	379	263	325	613	1195	337	423	553	287	330
UdeG00000014425	0	0	0	0	0	0	0	0	0	0
UdeG00000014426	0	0	0	0	0	0	0	0	0	0
UdeG00000014427	222	161	469	263	436	262	286	410	219	192
UdeG00000014428	1	0	1	1	0	0	7	0	0	0
UdeG00000014429	2972	3929	4685	4873	4231	2019	4107	4554	3921	2819
UdeG00000014430	0	0	0	0	0	0	0	0	0	0
UdeG00000014431	95	132	179	70	146	107	24	99	0	58
UdeG00000014432	67	0	55	27	29	41	17	47	8	24
UdeG00000014433	0	0	19	5	6	13	2	8	8	0
UdeG00000014434	4	0	4	12	0	8	0	0	3	0
UdeG00000014435	0	0	21	0	0	10	0	0	15	0
UdeG00000014436	1717	2096	2335	2165	3050	1104	2730	2806	1535	1163
UdeG00000014438	73	52	37	48	41	7	4	11	16	9
UdeG00000014439	16	12	8	35	28	3	0	8	11	6
UdeG00000014440	42	29	16	23	12	18	18	22	3	1
UdeG00000014441	81	67	105	214	55	32	10	63	13	0
UdeG00000014442	3	0	4	1	3	0	0	0	0	0
UdeG00000014443	34	64	43	154	63	37	53	68	39	22
UdeG00000014444	7	9	2	11	7	17	0	9	0	12
UdeG00000014446	0	0	0	0	1	0	0	0	0	0
UdeG00000014448	0	0	0	0	0	0	0	0	0	0
UdeG00000014449	1095	945	1688	961	1445	1048	2314	1398	1031	1099
UdeG00000014450	7647	7330	8259	4653	7379	4137	5263	6791	6017	5542
UdeG00000014451	953	1688	1720	643	1155	423	1203	942	1217	665
UdeG00000014452	0	0	4	1	0	0	0	0	0	0
UdeG00000014453	1721	2591	2259	985	1673	1025	2092	1562	1964	1052
UdeG00000014455	12234	7592	11613	8586	6907	11150	9534	7722	5536	6807
UdeG00000014456	323	307	284	371	377	268	511	393	494	375
UdeG00000014457	237	289	444	341	516	303	469	734	315	257
UdeG00000014458	691	548	836	932	903	802	714	817	648	832
UdeG00000014459	0	0	0	14	9	0	0	0	0	0
UdeG00000014460	0	0	6	0	0	0	20	0	0	0
UdeG00000014461	2359	2296	3089	2662	2664	2145	2469	2446	2086	1534
UdeG00000014462	188	121	192	181	115	95	145	148	98	134
UdeG00000014463	20	54	102	9	22	34	17	44	28	7
UdeG00000014464	49	80	42	10	26	12	158	35	78	71
UdeG00000014465	13	44	71	31	21	10	57	49	25	18
UdeG00000014466	44	57	38	192	70	63	95	88	40	67
UdeG00000014467	870	746	1111	1017	1184	629	473	791	500	452
UdeG00000014468	0	0	0	0	0	0	0	0	0	0
UdeG00000014471	9	0	27	15	3	12	0	13	14	12
UdeG00000014472	299	499	687	894	631	328	988	580	733	664
UdeG00000014473	47	36	29	9	48	25	141	0	17	18
UdeG00000014475	18	10	4	27	0	0	90	9	14	0
UdeG00000014476	20	0	48	37	16	20	26	33	63	4
UdeG00000014477	0	0	4	0	19	19	15	21	11	0
UdeG00000014478	0	0	0	0	0	0	0	0	0	0
UdeG00000014479	1176	766	1440	1935	1506	1593	2373	1366	1373	1052
UdeG00000014480	201	413	199	330	452	144	321	287	238	177
UdeG00000014481	5917	5508	9384	8069	9432	8154	10196	7892	7596	4952
UdeG00000014482	125	53	146	96	55	33	237	110	81	47
UdeG00000014484	377	540	466	422	583	312	214	532	238	453
UdeG00000014485	20	23	20	39	25	12	38	32	28	10
UdeG00000014486	423	218	420	633	223	449	153	354	254	384
UdeG00000014487	0	0	0	0	0	6	0	8	0	0
UdeG00000014488	304	275	332	354	348	193	327	199	129	143
UdeG00000014489	5	0	0	16	0	9	23	0	0	0
UdeG00000014490	51	51	69	64	115	29	60	56	23	31
UdeG00000014491	3483	3720	6421	5776	5973	3502	4801	4906	4199	3821
UdeG00000014492	3766	4250	6163	4663	5912	3419	4635	4864	3981	3260
UdeG00000014493	284	1218	305	418	5483	331	566	323	208	383
UdeG00000014494	7	0	0	0	0	0	0	0	0	0
UdeG00000014495	0	0	0	0	5	0	0	0	0	0
UdeG00000014496	34438	29722	45312	45906	43181	42119	60246	33244	42580	23267
UdeG00000014499	348	246	507	602	1047	463	923	752	706	437
UdeG00000014500	457	77	170	301	50	326	225	260	164	54
UdeG00000014501	2506	2584	4542	4044	3600	2839	3303	2955	3187	3040
UdeG00000014502	411	556	490	403	1303	899	753	1183	668	327
UdeG00000014504	588	699	1129	915	869	511	738	909	635	701
UdeG00000014505	3522	3553	5787	5757	5945	3871	6507	4301	4871	3579
UdeG00000014506	136	93	199	436	524	126	392	539	300	217
UdeG00000014507	22	12	33	44	33	23	43	86	77	47
UdeG00000014508	495	787	599	928	1069	605	779	617	534	881
UdeG00000014509	0	0	0	0	0	0	0	0	0	0
UdeG00000014510	4	0	0	0	0	0	6	8	0	0
UdeG00000014511	1945	1562	2557	2483	2544	1424	2179	1942	1550	1254
UdeG00000014512	850	905	1131	1064	973	1148	1680	1261	1403	1085
UdeG00000014513	4044	5096	7499	5101	6907	5086	5886	5828	4523	4383
UdeG00000014514	0	5	8	0	17	0	0	0	0	0
UdeG00000014515	1166	791	1118	641	1632	1097	1879	2086	723	938
UdeG00000014516	0	0	0	0	0	0	0	0	0	7
UdeG00000014517	5	44	6	4	5	35	4	58	21	12
UdeG00000014519	0	0	0	8	10	0	0	0	0	0
UdeG00000014520	0	0	0	0	0	0	0	0	0	0
UdeG00000014521	0	0	0	0	0	0	0	0	0	0
UdeG00000014522	0	0	0	0	0	0	0	0	0	4
UdeG00000014523	20	16	42	28	62	19	0	0	42	38
UdeG00000014525	0	0	0	0	0	0	0	0	0	0
UdeG00000014526	205	452	320	213	619	309	335	740	321	163
UdeG00000014527	303	693	566	832	541	730	927	640	787	789
UdeG00000014528	162	155	167	131	403	144	141	248	215	125
UdeG00000014529	287	341	488	511	585	327	538	413	272	370
UdeG00000014530	2652	2097	4132	3813	5297	2916	5382	3968	3414	2754
UdeG00000014531	769	891	1322	1131	1196	1203	1737	1451	1280	1099
UdeG00000014532	0	41	0	0	0	0	0	24	0	0
UdeG00000014533	0	0	0	0	0	0	0	0	0	0
UdeG00000014534	201	291	361	229	376	331	124	295	278	157
UdeG00000014535	9	19	15	0	9	0	0	0	8	288
UdeG00000014536	574	159	357	390	664	256	220	370	206	220
UdeG00000014538	31	38	56	2	4	1	3	29	0	1
UdeG00000014539	38	4	0	65	136	23	51	14	15	22
UdeG00000014540	751	827	1408	1045	1258	737	1320	1099	927	632
UdeG00000014541	514	570	500	561	630	765	471	877	574	657
UdeG00000014543	910	1021	1364	1751	1170	1195	1331	1691	1148	1171
UdeG00000014544	1478	1356	1894	1521	1973	1299	1679	1763	1358	1560
UdeG00000014545	0	0	0	0	0	0	0	0	0	0
UdeG00000014546	0	0	28	0	0	0	0	0	0	0
UdeG00000014547	301	392	612	657	942	532	795	697	684	610
UdeG00000014548	423	471	492	735	575	517	132	547	184	236
UdeG00000014549	3437	1447	6625	44	307	184	211	917	284	106
UdeG00000014551	0	74	70	159	0	0	0	0	0	0
UdeG00000014552	0	0	0	0	0	0	0	0	0	0
UdeG00000014553	0	0	0	0	12	0	0	3	0	0
UdeG00000014554	1469	888	1065	1731	2438	1344	1644	1986	1124	1200
UdeG00000014555	2447	2457	3616	3960	3154	3679	3974	3188	3727	3670
UdeG00000014556	510	761	692	695	630	989	736	918	649	573
UdeG00000014557	1753	2087	2580	2913	2884	2413	2288	3295	2221	1865
UdeG00000014558	0	0	0	0	0	0	0	0	0	0
UdeG00000014559	0	0	11	9	12	3	3	0	0	0
UdeG00000014560	522	530	682	771	1065	644	636	911	598	762
UdeG00000014561	752	444	128	627	292	452	1079	517	476	512
UdeG00000014562	2231	1802	2597	2528	2933	2314	1912	2218	2272	1426
UdeG00000014563	75982	72357	111503	78989	199578	103413	137659	146325	99478	70401
UdeG00000014564	46574	33820	22813	19450	70175	13838	39975	42104	23777	22076
UdeG00000014565	396	599	533	815	790	515	659	182	397	249
UdeG00000014566	110	112	209	165	242	169	131	167	82	105
UdeG00000014567	653	631	611	558	562	424	402	729	300	525
UdeG00000014568	517	543	929	546	991	588	821	797	436	446
UdeG00000014569	0	0	0	0	0	0	0	10	0	0
UdeG00000014570	227	350	447	450	587	414	588	398	458	392
UdeG00000014571	28	31	15	15	32	0	0	0	0	0
UdeG00000014572	0	0	0	0	0	0	0	0	0	0
UdeG00000014573	20	0	28	109	64	23	74	46	30	25
UdeG00000014574	0	9	11	39	100	0	27	0	4	6
UdeG00000014575	287	394	221	379	419	277	300	327	155	326
UdeG00000014576	31	86	36	24	53	18	42	27	29	53
UdeG00000014577	173	110	315	181	200	203	202	147	78	106
UdeG00000014578	20	10	36	43	92	15	27	25	0	87
UdeG00000014579	31	0	68	51	149	4	6	0	50	22
UdeG00000014581	175	164	291	241	429	169	169	206	237	121
UdeG00000014582	80	87	183	158	385	108	229	95	143	48
UdeG00000014584	4750	5024	5618	5853	5619	5524	4416	4577	3631	4844
