gene_id	N45G1	N45G2	N45G3	N45G4	N45G5	S45G1	S45G2	S45G3	S45G4	S45G5
UdeG00000035217	0	0	0	0	0	0	0	0	0	0
UdeG00000035218	0	0	0	0	0	0	0	0	0	0
UdeG00000035219	0	0	0	0	0	0	0	5	10	0
UdeG00000035220	755	1520	1053	1453	544	1074	1819	509	1283	1459
UdeG00000035221	123	355	86	140	260	404	293	278	93	252
UdeG00000035223	34	63	90	114	38	30	22	18	25	18
UdeG00000035224	67	1	16	10	145	3	152	83	127	8
UdeG00000035225	9	3	16	14	4	0	1	25	6	2
UdeG00000035226	38	59	218	98	542	49	105	33	14	52
UdeG00000035227	0	0	0	0	0	3	0	0	0	0
UdeG00000035228	0	16	9	29	305	18	105	40	22	59
UdeG00000035229	1	11	5	3	28	15	9	33	30	30
UdeG00000035230	6	21	128	101	320	32	40	26	89	66
UdeG00000035231	70	1	10	19	197	9	176	100	145	7
UdeG00000035232	11	4	1	19	12	0	4	13	10	11
UdeG00000035233	158	4	33	16	177	4	116	14	11	17
UdeG00000035234	14	22	16	25	530	12	27	14	23	70
UdeG00000035235	2155	2712	3708	1653	7155	2538	3744	1339	866	1687
UdeG00000035236	1982	3532	4454	1616	3382	1271	1612	2688	1284	502
UdeG00000035238	15	14	151	48	9	32	30	42	87	44
UdeG00000035239	0	0	0	0	0	0	0	0	0	0
UdeG00000035241	0	0	0	5	0	0	4	0	13	0
UdeG00000035242	203	323	333	305	231	220	242	282	250	327
UdeG00000035243	961	1051	2518	1802	1129	1731	2070	1491	1313	1304
UdeG00000035244	0	0	0	0	0	0	0	0	0	0
UdeG00000035245	0	0	0	0	0	0	0	0	0	0
UdeG00000035246	0	0	0	0	0	0	0	0	0	0
UdeG00000035248	65	58	20	51	118	226	14	0	26	159
UdeG00000035249	0	0	0	5	2	0	0	0	0	0
UdeG00000035250	75	14	10	26	18	0	0	0	0	8
UdeG00000035251	0	0	0	0	0	0	6	3	3	103
UdeG00000035252	52	32	211	131	190	45	78	47	72	39
UdeG00000035253	30	38	85	38	53	49	63	47	37	39
UdeG00000035254	81	133	117	95	128	75	64	31	88	58
UdeG00000035255	6	11	16	4	13	0	31	0	44	38
UdeG00000035257	8	0	2	2	6	3	52	1	4	12
UdeG00000035258	215	127	103	168	297	141	136	80	327	68
UdeG00000035259	147	167	110	174	429	54	95	122	267	85
UdeG00000035260	312	430	503	575	910	283	328	345	442	350
UdeG00000035261	8	16	0	0	0	0	0	0	0	43
UdeG00000035263	2290	2869	4126	3013	4070	2223	3352	3750	2575	2677
UdeG00000035264	0	63	23	57	0	81	81	114	47	33
UdeG00000035265	23	117	130	87	99	43	63	32	0	99
UdeG00000035266	0	0	0	0	0	0	0	0	0	0
UdeG00000035267	0	0	0	8	0	0	0	0	0	0
UdeG00000035268	21	21	58	20	45	0	6	0	0	36
UdeG00000035269	20	19	90	37	70	23	0	67	0	138
UdeG00000035271	1309	2188	1852	1479	1834	1556	1264	935	984	854
UdeG00000035272	549	587	971	767	926	393	1108	435	1090	990
UdeG00000035273	4	6	12	10	13	5	3	13	4	7
UdeG00000035274	5560	4786	9714	5021	7739	2875	2445	7848	4960	3341
UdeG00000035276	20	19	4	0	11	0	4	5	4	10
UdeG00000035277	21	9	39	6	50	8	8	17	26	28
UdeG00000035278	178	122	240	228	212	254	112	214	119	165
UdeG00000035279	1622	1632	1254	2178	1805	1358	2074	631	1356	2131
UdeG00000035280	60	48	87	912	26	4	2418	24	759	310
UdeG00000035281	0	13	0	3	0	0	5	0	0	0
UdeG00000035282	93	276	215	411	274	136	207	172	237	529
UdeG00000035283	0	17	0	0	0	0	0	0	0	0
UdeG00000035284	0	0	0	0	0	7	2	0	11	4
UdeG00000035285	11	10	3	16	5	13	6	11	12	20
UdeG00000035286	125	138	186	83	108	245	128	384	73	196
UdeG00000035287	1	6	8	14	4	17	4	23	0	3
UdeG00000035288	721	520	462	884	636	737	197	1443	482	1558
UdeG00000035289	82	132	273	115	87	158	119	254	109	140
UdeG00000035290	9	16	11	11	11	23	10	40	23	70
UdeG00000035291	0	0	0	0	0	2	0	8	4	9
UdeG00000035292	18	9	34	6	4	19	15	22	26	36
UdeG00000035293	30	38	26	2	45	16	27	7	48	11
UdeG00000035294	69	123	232	62	66	74	96	153	45	37
UdeG00000035295	87	222	215	44	152	110	70	197	15	81
UdeG00000035296	0	0	0	20	0	71	17	0	0	81
UdeG00000035297	0	15	12	44	29	282	188	168	176	222
UdeG00000035298	0	30	121	0	24	102	128	107	86	35
UdeG00000035299	12	9	7	12	16	4	4	8	5	14
UdeG00000035300	199	167	237	194	435	160	122	300	178	143
UdeG00000035301	330	289	388	482	696	286	321	583	313	307
UdeG00000035302	184	163	314	133	256	114	183	170	209	153
UdeG00000035303	1650	1639	2586	2528	3776	1751	1635	3182	1918	1420
UdeG00000035305	835	1096	997	929	1599	540	612	895	695	727
UdeG00000035306	745	535	748	422	442	910	859	1146	639	635
UdeG00000035307	365	729	187	490	994	129	379	520	310	500
UdeG00000035308	14	465	60	688	21	18	33	23	11	18
UdeG00000035310	794	952	1371	891	1530	653	325	596	422	740
UdeG00000035311	574	533	879	696	1322	562	688	910	645	357
UdeG00000035312	177	115	290	207	369	157	144	293	150	145
UdeG00000035314	812	834	1017	610	985	678	664	899	632	486
UdeG00000035315	848	477	869	620	975	1193	1080	480	475	549
UdeG00000035317	782	1426	1051	179	1015	44	68	0	0	69
UdeG00000035318	3	1	7	0	3	0	0	0	0	1
UdeG00000035320	193	236	203	19	200	20	18	10	0	33
UdeG00000035323	27	34	23	23	12	11	48	0	21	38
UdeG00000035324	0	44	0	22	0	28	0	0	113	0
UdeG00000035325	4	0	0	31	0	16	0	0	0	0
UdeG00000035326	0	0	0	0	8	0	0	0	0	0
UdeG00000035327	41	22	34	50	112	0	36	10	7	0
UdeG00000035328	106	39	44	179	50	151	144	64	76	94
UdeG00000035329	492	168	47	203	121	163	217	40	211	345
UdeG00000035330	319	423	74	307	170	470	61	10	248	353
UdeG00000035331	514	857	139	491	365	760	304	0	364	589
UdeG00000035332	0	32	0	4	0	16	116	23	104	60
UdeG00000035333	2	0	0	0	0	0	8	18	0	0
UdeG00000035334	663	2008	1853	621	2289	261	28	92	50	147
UdeG00000035335	34	53	39	19	38	0	0	0	0	0
UdeG00000035336	0	0	11	4	0	2	0	0	0	0
UdeG00000035337	0	4	14	28	0	20	0	0	0	15
UdeG00000035338	0	0	0	0	0	26	0	20	0	0
UdeG00000035339	0	0	0	0	0	0	0	0	0	0
UdeG00000035340	40	0	0	0	0	0	0	0	0	0
UdeG00000035341	33	0	13	10	5	12	75	21	0	4
UdeG00000035342	0	0	0	0	0	0	0	0	6	4
UdeG00000035343	0	0	0	0	0	0	0	0	0	0
UdeG00000035344	0	0	0	0	0	0	0	0	0	0
UdeG00000035345	0	0	0	0	0	0	0	0	0	0
UdeG00000035346	11	8	0	0	0	0	0	0	0	0
UdeG00000035347	0	0	0	0	0	0	0	0	0	0
UdeG00000035348	0	0	0	0	0	0	0	0	0	0
UdeG00000035350	0	0	0	0	0	0	0	0	0	0
UdeG00000035351	0	0	0	0	0	0	0	0	0	0
UdeG00000035352	0	1	0	3	0	0	0	0	0	0
UdeG00000035353	0	0	0	0	0	0	0	0	0	0
UdeG00000035354	0	0	0	0	0	0	0	0	0	0
UdeG00000035355	0	0	0	0	0	0	0	0	0	0
UdeG00000035356	0	0	0	0	0	0	0	0	0	0
UdeG00000035357	0	0	0	0	0	0	0	0	0	0
UdeG00000035358	0	0	0	0	0	0	0	0	0	0
UdeG00000035359	0	0	0	0	0	0	0	0	0	0
UdeG00000035360	317	12	0	0	0	55	19	4	0	0
UdeG00000035361	188	57	81	33	45	100	84	64	79	119
UdeG00000035362	0	0	0	0	12	0	0	0	0	0
UdeG00000035363	0	0	0	0	0	0	0	0	0	0
UdeG00000035364	6	0	0	0	0	0	0	0	0	0
UdeG00000035365	0	0	0	0	0	0	0	0	0	0
UdeG00000035366	0	0	0	0	0	0	0	0	0	0
UdeG00000035367	0	0	0	0	0	0	0	0	0	0
UdeG00000035368	0	0	0	0	0	0	0	0	0	0
UdeG00000035369	0	0	0	0	0	0	0	0	0	0
UdeG00000035370	1197	1224	1340	1292	2303	1503	3509	3830	1053	1219
UdeG00000035371	1276	2810	2631	3794	5150	6263	4914	6877	5573	2060
UdeG00000035373	683	123	977	182	410	843	5582	350	4088	2030
UdeG00000035374	0	0	0	0	40	10	0	0	18	0
UdeG00000035375	9	11	116	16	928	48	79	73	38	62
UdeG00000035376	45	66	40	62	50	139	5	61	5	30
UdeG00000035377	50	136	200	112	628	99	43	104	37	99
UdeG00000035379	43	57	29	54	23	0	0	21	0	4
UdeG00000035380	529	1281	727	1366	722	230	538	1268	585	437
UdeG00000035381	11	54	47	50	25	0	12	0	17	12
UdeG00000035382	1114	425	1890	443	2813	1395	4812	3065	2006	2038
UdeG00000035383	0	0	38	0	0	0	5	4	0	0
UdeG00000035384	26	0	5	14	0	0	0	0	0	0
UdeG00000035385	19	11	28	21	397	11	12	9	16	28
UdeG00000035386	39	162	49	110	369	20	35	30	40	15
UdeG00000035388	782	423	1455	505	2180	1378	2309	2248	1723	1935
UdeG00000035389	0	126	22	0	0	0	26	86	59	16
UdeG00000035390	0	0	21	0	0	0	27	0	0	27
UdeG00000035392	352	881	161	407	419	26	11	111	40	31
UdeG00000035393	0	338	155	258	301	19	0	64	32	0
UdeG00000035394	0	0	0	0	0	0	0	0	0	0
UdeG00000035395	42486	28128	55600	54389	62061	27524	44714	36975	43597	26399
UdeG00000035396	34	21	11	1025	647	9	25	39	41	38
UdeG00000035397	311	686	531	456	1082	667	234	901	268	432
UdeG00000035398	5507	3036	4794	8673	8674	2475	10436	6863	5143	4491
UdeG00000035399	478	164	12	1365	256	24	24	0	0	34
UdeG00000035400	149	28	5	434	51	0	30	3	0	6
UdeG00000035401	4923	3936	5523	9680	6367	5944	9302	3391	5247	7193
UdeG00000035403	2	1	2	1	1	2	1	1	2	2
UdeG00000035404	4025	2028	5802	4519	5626	3816	2138	3529	1914	1855
UdeG00000035405	571	570	346	361	291	384	780	418	482	284
UdeG00000035406	102	54	161	16	107	78	225	108	161	146
UdeG00000035407	614	429	814	97	479	602	1785	418	848	633
UdeG00000035408	42	409	237	67	217	56	69	137	57	252
UdeG00000035409	209	258	317	406	439	548	241	509	289	324
UdeG00000035410	39142	34969	48439	40868	67287	35549	52398	54356	33537	22478
UdeG00000035412	38	20	72	68	16	85	85	59	97	96
UdeG00000035413	0	0	0	0	0	0	0	0	0	0
UdeG00000035414	0	0	0	2	0	9	0	0	0	8
UdeG00000035415	0	0	0	0	0	0	0	0	0	0
UdeG00000035417	1194	633	618	669	319	781	477	911	724	451
UdeG00000035418	1	3	1	1	1	3	27	4	3	8
UdeG00000035419	45	2	6	0	0	8	7	8	11	0
UdeG00000035421	24	2	6	0	0	0	6	0	1	0
UdeG00000035422	25	2	6	0	0	0	6	0	2	0
UdeG00000035424	16	22	81	0	17	12	5	27	16	0
UdeG00000035425	0	0	0	0	3	10	3	4	0	1
UdeG00000035427	78	0	0	0	0	149	81	0	251	0
UdeG00000035428	89	102	270	177	386	214	236	22	656	49
UdeG00000035429	145	96	161	262	120	116	128	104	200	55
UdeG00000035430	21	26	13	50	21	0	0	0	16	0
UdeG00000035432	133	311	257	133	84	47	17	42	27	13
UdeG00000035433	643	564	912	728	178	154	48	27	54	12
UdeG00000035435	413	413	746	859	956	314	440	492	425	411
UdeG00000035436	574	585	800	498	796	422	564	725	409	628
UdeG00000035437	0	0	0	0	0	0	0	0	0	0
UdeG00000035438	509	865	735	769	893	668	802	806	667	793
UdeG00000035439	715	797	929	1016	951	633	848	996	758	811
UdeG00000035440	180	82	75	121	289	55	119	74	59	25
UdeG00000035441	284	443	251	333	529	222	226	258	330	187
UdeG00000035442	0	0	0	0	0	0	0	0	0	0
UdeG00000035443	60	53	68	108	100	37	52	45	52	17
UdeG00000035444	276	439	249	352	564	211	203	260	327	187
UdeG00000035445	0	0	0	0	0	0	0	0	0	0
UdeG00000035446	0	0	0	0	0	0	0	0	0	0
UdeG00000035447	0	1	1028	983	728	2642	2880	605	2666	3070
UdeG00000035448	0	0	0	0	0	0	0	0	0	15
UdeG00000035449	218	15	35	4	22	1	4	5	42	3
UdeG00000035450	42	0	25	0	10	0	4	0	2	0
UdeG00000035451	0	0	0	0	0	0	0	0	0	0
UdeG00000035453	8	0	31	37	16	1	13	0	11	38
UdeG00000035454	0	32	0	1	1	15	10	14	14	16
UdeG00000035455	111	357	83	34	108	235	179	235	82	57
UdeG00000035456	80	193	101	60	130	103	275	221	72	43
UdeG00000035457	1117	935	2520	1992	1946	992	1001	1174	1048	1554
UdeG00000035458	148	76	56	43	20	10	0	38	74	11
UdeG00000035459	0	0	0	0	0	0	0	0	0	0
UdeG00000035460	13	0	32	25	5	0	7	6	3	8
UdeG00000035461	0	51	0	14	49	92	45	77	116	74
UdeG00000035462	827	60	94	502	848	55	280	14	396	187
UdeG00000035463	0	6	1	6	1	5	16	12	0	12
UdeG00000035465	0	0	0	0	0	0	0	0	0	0
UdeG00000035466	0	0	0	0	0	0	0	0	0	2
UdeG00000035467	0	0	1	0	3	0	23	0	1	22
UdeG00000035468	2	6	11	1	1	1	1	4	2	2
UdeG00000035470	0	0	34	298	452	0	113	0	105	49
UdeG00000035471	0	0	0	12	0	0	0	0	0	0
UdeG00000035472	4	47	7	9	15	151	79	83	28	33
UdeG00000035473	31	0	1970	1056	1781	25	717	245	800	25
UdeG00000035474	4	0	17	0	0	6	0	0	0	0
UdeG00000035475	320	94	520	279	7	123	103	5	73	0
UdeG00000035476	554	223	603	320	33	142	218	3	58	2
UdeG00000035477	5	0	125	15	35	0	3	44	19	0
UdeG00000035478	0	0	0	27	0	0	8	0	0	0
UdeG00000035479	61	79	76	27	0	14	0	0	56	0
UdeG00000035480	0	0	8	13	0	0	0	0	0	0
UdeG00000035481	1334	14	1172	25	54	34	795	37	1311	786
UdeG00000035482	0	0	0	0	0	0	4	1	0	0
UdeG00000035483	0	0	76	757	165	0	27	0	565	0
UdeG00000035484	0	0	46	0	0	0	0	0	0	24
UdeG00000035485	0	0	23	8	0	10	0	0	0	35
UdeG00000035486	0	0	0	109	0	0	0	0	43	0
UdeG00000035487	288	125	113	10	52	67	395	296	288	147
UdeG00000035488	0	0	0	17	6	17	16	12	12	0
UdeG00000035490	485	429	262	10	86	300	1297	790	614	243
UdeG00000035491	0	0	0	0	0	0	0	0	0	0
UdeG00000035492	0	0	0	0	0	0	0	0	0	0
UdeG00000035493	0	0	0	4	0	0	0	0	0	0
UdeG00000035494	157	33	186	143	311	9	36	52	29	33
UdeG00000035495	614	878	1001	751	1146	609	1196	1049	1080	677
UdeG00000035496	3543	1596	3638	2290	2564	697	3925	1392	3097	671
UdeG00000035498	7	6	2	31	18	0	29	31	6	10
UdeG00000035500	30	9	67	16	136	26	63	58	19	37
UdeG00000035501	1207	807	1080	1001	880	267	469	839	280	158
UdeG00000035502	1784	1818	3037	1794	2300	1364	1682	2316	1371	1259
UdeG00000035504	0	11	0	0	0	0	0	0	0	0
UdeG00000035506	48	96	48	120	118	62	37	11	0	24
UdeG00000035507	42	30	13	42	49	19	0	0	4	8
UdeG00000035508	2487	2328	3027	3343	3036	3048	3287	3111	2444	2292
UdeG00000035509	396	369	399	417	494	250	503	460	353	506
UdeG00000035510	1023	374	598	827	1178	350	485	555	342	374
UdeG00000035511	118	71	92	151	66	85	35	31	30	64
UdeG00000035512	0	0	24	20	35	0	13	0	0	0
UdeG00000035513	507	575	907	1128	1019	926	785	718	803	624
UdeG00000035515	5	0	0	0	12	0	0	0	0	0
UdeG00000035517	0	0	3	12	0	0	168	15	18	8
UdeG00000035518	0	0	0	27	0	4	0	0	8	0
UdeG00000035519	0	0	0	0	0	0	0	0	0	0
UdeG00000035520	0	0	0	0	0	0	0	0	0	0
UdeG00000035521	33	20	79	31	151	190	1333	717	652	132
UdeG00000035522	0	0	0	0	0	5	0	0	0	0
UdeG00000035524	0	0	0	0	0	0	0	0	0	0
UdeG00000035525	3	6	10	0	17	29	8	0	0	5
UdeG00000035526	47	39	53	2	32	20	29	11	5	3
UdeG00000035527	20	13	27	54	53	26	47	55	65	27
UdeG00000035528	0	0	25	25	18	6	17	0	12	39
UdeG00000035529	253	111	454	407	376	218	301	352	212	217
UdeG00000035530	821	706	1197	1016	987	693	890	1131	728	986
UdeG00000035531	7783	7513	12404	9174	13260	8931	10803	10772	10260	6130
UdeG00000035532	356	784	627	493	561	202	383	254	344	514
UdeG00000035533	463	792	668	645	579	398	394	560	554	476
UdeG00000035534	811	1223	1418	1065	1342	809	1198	1570	895	870
UdeG00000035535	66	73	182	284	323	151	279	383	212	94
UdeG00000035536	0	0	0	11	0	0	0	0	0	0
UdeG00000035537	14	0	17	0	0	1	18	11	0	15
UdeG00000035538	23	83	27	52	125	73	64	61	52	90
UdeG00000035539	57	63	49	115	219	28	59	58	98	72
UdeG00000035540	0	0	0	0	0	0	4	0	0	0
UdeG00000035541	90	36	0	0	22	15	145	0	28	0
UdeG00000035542	0	0	0	0	0	7	0	0	0	0
UdeG00000035543	0	0	0	10	10	0	3	11	0	0
UdeG00000035544	4	0	26	29	43	0	0	0	5	7
UdeG00000035545	33	42	53	33	73	34	23	7	32	17
UdeG00000035546	0	0	0	0	0	0	0	0	0	0
UdeG00000035547	13319	17335	22210	15273	20053	20546	27672	24524	24851	18252
UdeG00000035548	0	0	0	0	0	0	0	0	0	0
UdeG00000035549	1448	1222	2047	2129	1833	1452	1566	1808	1603	1196
UdeG00000035550	2535	2666	3353	2772	3349	3036	3268	3133	2910	2367
UdeG00000035551	6	0	16	12	22	13	10	36	11	23
UdeG00000035552	43	40	77	84	34	48	40	14	34	32
UdeG00000035553	0	0	4	3	2	0	7	0	2	9
UdeG00000035555	829	1511	2107	3081	2486	2281	2123	2390	1929	2052
UdeG00000035556	15	12	8	5	15	18	19	4	14	0
UdeG00000035557	15	0	64	83	94	0	17	9	25	0
UdeG00000035558	40	16	34	121	154	22	21	19	8	0
UdeG00000035560	550	563	999	435	888	395	497	764	407	300
UdeG00000035561	184	148	204	219	253	86	152	140	71	120
UdeG00000035562	0	0	0	37	33	20	21	23	15	15
UdeG00000035563	148	154	273	213	211	278	202	321	151	91
UdeG00000035564	25	19	47	54	78	46	53	67	53	18
UdeG00000035565	225	142	339	231	448	285	248	310	323	184
UdeG00000035566	3219	4058	4470	5929	4148	4251	3734	4117	2437	3437
UdeG00000035567	1311	2374	3495	1787	2501	1964	2259	2536	1464	1038
UdeG00000035568	61	55	72	89	88	0	43	0	20	16
UdeG00000035569	0	0	4	4	0	0	8	11	0	0
UdeG00000035570	0	0	0	0	0	0	0	0	0	0
UdeG00000035571	0	0	0	0	0	0	4	0	0	0
UdeG00000035572	127	80	120	79	245	73	75	27	80	77
UdeG00000035573	0	0	0	0	0	0	0	0	0	0
UdeG00000035574	97	100	144	29	31	31	48	35	47	50
UdeG00000035575	467	448	281	533	907	324	359	404	255	363
UdeG00000035576	2162	2327	2830	3201	2284	2714	3359	2473	2644	2464
UdeG00000035577	3057	2831	8606	6912	8187	4901	7437	4277	4130	5009
UdeG00000035578	774	785	1489	901	1014	788	885	959	614	617
UdeG00000035579	824	473	1031	1003	1681	475	613	473	486	282
UdeG00000035580	59	8	66	68	126	27	43	16	65	52
UdeG00000035581	59	143	129	131	102	113	117	138	158	148
UdeG00000035582	550	436	773	710	753	524	773	556	564	378
UdeG00000035583	2650	2975	4620	4706	4694	3345	5354	3672	3934	4573
UdeG00000035585	1193	1079	1354	1458	2189	901	1344	1799	995	956
UdeG00000035587	852	790	1641	1490	1472	1206	1477	1542	1346	945
UdeG00000035589	3	1	2	2	4	5	4	16	4	2
UdeG00000035590	1790	1342	2462	2435	2045	2005	2532	2854	2079	1992
UdeG00000035591	0	0	5	2	0	9	0	0	6	14
UdeG00000035592	18	0	0	0	35	0	27	0	0	7
UdeG00000035593	0	0	0	0	5	0	0	0	7	0
UdeG00000035595	1485	1598	2495	1976	2058	1573	2098	2330	1644	1455
UdeG00000035596	82	0	155	112	138	52	86	140	92	113
UdeG00000035597	502	562	1142	619	667	410	730	871	468	531
UdeG00000035598	0	0	0	0	0	0	0	0	0	0
UdeG00000035599	14	0	1	10	0	28	55	7	1	21
UdeG00000035600	0	7	16	0	11	0	0	0	0	0
UdeG00000035601	1	1	0	2	2	1	18	1	0	0
UdeG00000035602	0	0	0	0	0	0	0	0	0	0
UdeG00000035603	0	0	0	2	0	0	0	0	0	0
UdeG00000035604	2042	2295	3837	2300	1899	2724	4256	3498	2590	2833
UdeG00000035605	467	606	505	508	486	1053	1161	733	655	449
UdeG00000035606	56	352	286	91	142	116	364	269	321	176
UdeG00000035607	121	77	72	223	217	65	99	88	42	52
UdeG00000035608	12	39	24	7	25	2	9	0	2	1
UdeG00000035609	104	114	218	78	61	146	112	188	120	55
UdeG00000035610	27	161	251	67	53	115	127	95	50	60
UdeG00000035611	186	256	313	118	131	365	360	421	148	230
UdeG00000035612	646	420	404	1108	1246	368	617	485	490	456
UdeG00000035614	90	26	10	75	43	40	20	12	28	0
UdeG00000035616	2618	1383	1985	3861	4529	1665	2291	2738	1540	1463
UdeG00000035617	47	32	36	76	31	22	63	58	43	70
UdeG00000035618	0	0	0	0	0	0	0	0	0	0
UdeG00000035619	306	483	413	619	715	312	286	566	399	281
UdeG00000035620	8	0	19	0	0	0	0	0	2	17
UdeG00000035621	17	207	196	31	2	82	115	198	73	120
UdeG00000035623	386	236	567	385	945	194	389	463	203	144
UdeG00000035624	293	295	414	41	281	58	260	58	61	0
UdeG00000035625	983	821	774	565	1506	1114	1888	636	1696	0
UdeG00000035627	0	19	9	0	0	0	0	0	0	0
UdeG00000035628	2198	1155	1643	1197	3445	1898	4155	1630	3835	0
UdeG00000035629	0	0	0	0	0	0	0	0	0	0
UdeG00000035630	106	560	853	498	295	161	403	102	467	266
UdeG00000035631	0	7	3	3	0	0	0	0	0	1
UdeG00000035633	155	1266	1541	607	359	286	813	208	903	505
UdeG00000035635	0	1	1	3	2	0	0	0	0	0
UdeG00000035636	225	946	1543	981	623	423	1077	324	1298	708
UdeG00000035637	0	2	2	2	1	0	0	0	0	0
UdeG00000035638	22	208	235	160	66	28	18	12	75	35
UdeG00000035639	0	2	0	3	1	0	0	0	0	0
UdeG00000035640	82	222	358	311	194	126	369	85	381	239
UdeG00000035641	0	0	30	18	40	8	6	18	7	16
UdeG00000035642	29	33	54	42	47	22	12	18	12	24
UdeG00000035643	22	6	48	48	24	18	11	10	13	11
UdeG00000035644	12	0	11	8	0	20	2	0	6	6
UdeG00000035645	0	0	0	0	0	0	0	0	0	0
UdeG00000035646	0	0	14	0	0	0	25	0	0	0
UdeG00000035647	0	0	0	0	0	0	0	0	0	0
UdeG00000035648	0	0	0	0	0	0	0	0	0	0
UdeG00000035649	18	125	190	65	66	4	8	99	21	68
UdeG00000035650	224	118	247	198	216	106	281	183	174	110
UdeG00000035651	2212	1868	3220	2884	3241	1705	3643	2523	1838	1372
UdeG00000035652	530	849	1190	850	1145	703	1138	1129	731	299
UdeG00000035653	0	0	4	0	2	0	0	4	4	9
UdeG00000035654	0	0	0	0	0	6	0	17	8	0
UdeG00000035655	0	0	0	0	0	0	0	0	0	0
UdeG00000035656	0	0	0	0	0	0	0	0	0	0
UdeG00000035657	0	0	0	0	0	0	0	0	0	4
UdeG00000035659	177	301	368	240	384	175	374	286	190	180
UdeG00000035660	972	853	1231	1178	1272	1309	1479	1353	993	774
UdeG00000035661	4	0	11	4	20	12	16	65	8	0
UdeG00000035662	0	0	0	0	0	0	0	0	0	0
UdeG00000035663	21	93	70	12	48	31	22	77	23	53
UdeG00000035664	171	86	221	338	203	381	652	725	523	364
UdeG00000035665	0	13	0	0	0	22	0	0	0	0
UdeG00000035666	94	76	29	15	48	135	0	103	0	3
UdeG00000035667	3	23	20	10	38	48	9	27	22	10
UdeG00000035668	285	469	592	684	933	408	756	456	522	391
UdeG00000035669	323	385	528	234	342	210	209	317	151	324
UdeG00000035670	1282	1128	1618	1682	1857	1028	1874	1139	1056	1122
UdeG00000035672	0	0	0	0	0	0	0	0	0	9
UdeG00000035673	1757	1712	2636	2155	3701	997	1892	1719	1630	1159
UdeG00000035674	484	213	718	689	993	294	433	473	384	339
UdeG00000035675	1051	1078	2153	2298	2104	1601	1969	2618	1602	1630
UdeG00000035676	1473	1700	3347	2376	2531	2141	2892	3304	2352	2226
UdeG00000035677	4	7	34	36	5	6	7	7	13	14
UdeG00000035678	21	0	33	4	0	4	21	0	12	14
UdeG00000035679	2092	3213	5403	3841	3653	4246	4885	5129	4273	3955
UdeG00000035681	3531	3282	4097	5315	5990	3201	6223	3961	4595	4888
UdeG00000035682	0	0	0	0	0	0	21	0	0	0
UdeG00000035683	9	15	0	4	15	28	57	27	38	39
UdeG00000035684	13	0	0	0	0	0	4	0	0	4
UdeG00000035685	0	0	0	0	0	0	0	0	0	0
UdeG00000035686	5369	5634	6811	6614	8973	3283	4631	6176	3627	4295
UdeG00000035687	24	0	23	36	85	3	12	4	11	0
UdeG00000035688	105	142	96	281	384	95	200	130	192	130
UdeG00000035689	259	895	572	379	649	286	628	520	599	434
UdeG00000035690	99	300	208	123	203	135	277	192	400	127
UdeG00000035692	0	13	8	4	5	2	3	12	11	2
UdeG00000035693	9	57	58	355	361	57	52	81	22	20
UdeG00000035694	75	114	152	44	74	29	31	148	23	67
UdeG00000035695	530	700	651	225	561	401	729	852	769	567
UdeG00000035697	1093	1512	2087	1035	1552	391	1386	2065	1265	842
UdeG00000035698	32	42	34	22	26	21	36	14	29	11
UdeG00000035699	9	0	0	4	11	0	0	0	0	0
UdeG00000035700	1060	1800	2518	1445	1847	1766	2261	2582	1697	1518
UdeG00000035701	8	0	0	46	22	0	0	0	0	5
UdeG00000035702	0	0	3	1	0	0	2	1	1	0
UdeG00000035704	0	0	0	0	3	0	0	0	1	0
UdeG00000035705	0	0	2	1	0	0	3	1	0	0
UdeG00000035707	0	0	4	0	4	0	0	0	2	0
UdeG00000035708	0	0	2	1	0	0	2	0	1	0
UdeG00000035709	0	0	0	0	2	0	0	0	0	1
UdeG00000035710	0	0	0	52	9	0	43	10	20	48
UdeG00000035711	0	0	0	0	0	0	0	0	0	0
UdeG00000035712	4	0	0	0	0	0	0	7	0	0
UdeG00000035713	0	0	0	0	0	0	0	0	0	0
UdeG00000035714	0	0	0	23	8	0	4	12	0	0
UdeG00000035715	9526	5454	11356	10147	9487	9217	14042	8794	10320	4709
UdeG00000035716	668	1033	980	989	549	336	534	200	574	457
UdeG00000035717	2	0	0	0	0	2	5	12	0	4
UdeG00000035718	0	0	14	0	0	0	2	1	7	0
UdeG00000035719	0	43	11	11	29	17	27	8	0	0
UdeG00000035720	0	0	0	0	0	0	0	0	0	0
UdeG00000035721	18	15	6	0	0	2	4	34	0	14
UdeG00000035722	791	470	702	573	544	356	883	382	279	352
UdeG00000035723	364	220	160	177	120	90	453	97	48	222
UdeG00000035724	1413	841	1101	1037	775	4	50	587	909	19
UdeG00000035725	376	750	735	423	626	870	1019	1297	820	991
UdeG00000035726	0	0	4	0	6	4	1	0	0	0
UdeG00000035727	1029	1175	1884	1165	1009	919	1741	1055	1374	1235
UdeG00000035729	1301	1065	1572	2128	2307	764	1369	1486	1056	1193
UdeG00000035731	0	0	0	0	0	0	0	1	0	0
UdeG00000035732	363	375	375	372	220	165	228	172	176	221
UdeG00000035734	181	86	138	122	102	44	90	92	111	93
UdeG00000035735	10	19	15	3	24	10	12	21	11	32
UdeG00000035736	404	254	433	325	310	127	333	276	211	196
UdeG00000035737	4810	5049	7450	5137	5553	5382	7055	6021	5211	4474
